"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","Bill_pca1","Bill_pca2","sumpay","default.payment.next.month"
"65",130000,2,2,1,51,0,0,0,2353,0,0,-1.64178182886761,-0.060030398893746,-8,0
"66",2e+05,1,1,1,57,0,0,8222,300,0,1000,1.12109539199415,2.2517210099551,-3,1
"67",10000,1,2,1,56,2300,0,150,200,200,160,-1.51177695175678,-0.0732060509182576,6,1
"68",210000,2,1,2,30,300,1159,2280,300,4250,909,-1.60157589490206,-0.0839137925368778,-3,0
"69",130000,2,3,2,29,0,0,20161,0,7319,13899,-1.58815200284844,-0.301760130513227,-3,0
"70",20000,1,5,2,22,0,1200,1000,500,1000,0,-1.10712205695566,0.0528661541790583,2,0
"71",80000,1,1,2,31,0,390,390,390,390,390,-1.64390046119355,-0.0448439995179946,-6,0
"72",320000,1,2,2,29,2500,2500,0,4800,2400,1600,0.647210017346854,-0.271000007123253,12,1
"73",2e+05,2,2,1,32,5818,15,9102,17,3165,1395,-1.49432445233388,-0.0109973978332377,-3,0
"74",290000,2,1,2,37,0,3155,0,2359,0,0,-1.62297676011498,-0.0540455579750201,-5,0
"75",340000,1,1,2,32,5713,23453,4314,80552,25949,2016,-0.704120513660461,-0.733990249088782,-6,0
"76",20000,1,2,2,24,2850,0,610,630,1500,0,-1.01193930254424,-0.124781465773388,2,0
"77",50000,1,3,2,25,1759,1779,320,500,1000,1000,-0.778186029689914,0.417527404520375,-1,0
"78",3e+05,2,1,1,45,291,291,291,291,291,291,-1.64756229392674,-0.045032685676852,-6,0
"79",30000,2,2,2,22,1686,1400,560,3000,1765,0,-0.723777225084054,0.0905163431880719,0,1
"80",240000,2,2,2,44,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,1
"81",470000,2,3,3,33,6400,7566,3000,960,1000,3000,2.07146956606097,1.89135734939647,0,0
"82",360000,2,1,2,26,4796,3400,3100,146900,196,2963,0.294902455105119,-1.00637792211001,-1,0
"83",60000,1,3,2,30,1576,1213,648,768,1140,0,-0.755755456788467,0.0100562209381094,0,1
"84",4e+05,2,2,1,44,10700,3,3050,3000,3200,2800,2.7497947559185,0.230505080843944,2,0
"85",50000,2,3,2,49,1676,1302,700,699,849,826,-0.565976812160384,0.314185427992639,0,0
"86",160000,1,2,2,33,4400,3547,80000,4500,4800,4500,2.58850941720587,-0.471719989161196,0,0
"87",360000,2,1,1,45,1170,0,0,390,390,390,-1.63680146835609,-0.0393997913200844,-2,1
"88",160000,2,2,2,32,1147,2000,2000,0,766,2303,-1.45665537957524,-0.0569299491020229,-1,0
"89",130000,2,1,1,35,40000,5000,1330,7095,1190,2090,-0.333305362652343,1.32085485479989,-3,0
"90",20000,1,3,2,44,0,1651,1000,2000,0,1500,-1.26457294369616,-0.129650750901217,6,0
"91",2e+05,1,1,1,53,6300,5500,5500,5500,5000,5000,3.831684953886,-0.585055930647776,12,1
"92",280000,2,1,2,39,0,3968,0,0,0,0,-1.56620891850602,0.00830627950366369,-5,0
"93",1e+05,2,1,2,27,7555,0,0,0,0,0,-1.63712304434832,-0.0234967111747902,-12,0
"94",160000,2,2,1,37,1602,840,840,0,0,7736,-1.63349709005282,-0.0282463579919444,-7,0
"95",60000,2,2,2,23,1937,1301,682,690,816,835,-0.440222283310457,0.343097124082165,0,0
"96",90000,1,2,2,35,3621,3597,1179,1112,1104,1143,0.519127619217868,0.739610583693456,0,0
"97",360000,1,1,1,43,8339,3394,12902,27000,0,68978,-1.27206895232025,-0.245870276203586,-5,0
"98",150000,1,1,2,27,4031,10006,3266,4040,1698,800,1.36725656512631,0.0814597474754999,0,0
"99",50000,2,3,1,22,1411,1194,379,281,321,197,-1.13861409229279,0.0775742016947083,0,0
"100",20000,1,2,1,38,1699,1460,626,1750,150,0,-1.07606923949376,0.0689504812761572,-1,1
"101",140000,1,1,2,32,10212,850,415,100,1430,0,-1.57620902766349,0.0148063768750982,-12,0
"102",380000,2,1,2,30,223,33178,1171,1197,1250,5000,-0.77474732693044,-0.621119907848601,-5,0
"103",480000,1,1,1,63,16078,55693,17000,0,18000,24200,15.9475015524006,-2.02638253031242,4,0
"104",50000,2,3,2,22,1767,1362,1002,840,995,904,-0.377929212505214,0.169843899574363,0,1
"105",60000,2,2,2,26,0,5000,2511,6,3000,3000,0.515143348821174,-0.199101400179584,10,0
"106",70000,2,2,2,24,0,0,0,0,26529,2000,-1.44552072446448,-0.226883346454987,-9,0
"107",80000,2,2,1,36,2861,3279,3319,1150,1150,1035,-1.54933874801326,-0.00138304065836522,-6,0
"108",350000,1,1,2,52,2272,722,867,1150,5263,5011,-1.58696701541788,-0.0783812987112032,-6,0
"109",130000,1,2,2,38,10908,0,133657,4566,133841,4796,2.58142551980611,0.700239360041443,-3,0
"110",360000,1,2,1,35,0,0,0,0,0,0,-1.6625867080033,-0.0439317109559827,-9,0
"111",330000,2,1,1,31,9260,0,3593,4100,15794,0,2.40615149320219,-0.340468508427638,2,0
"112",50000,1,3,1,47,2000,1000,1000,1000,1000,1000,-1.06280205644816,-0.136515443309157,2,0
"113",280000,1,2,1,41,6500,0,14254,14850,0,5000,3.79386963275043,-0.671042485315142,13,0
"114",1e+05,2,1,2,24,2000,2677,3076,5080,3000,2033,0.480674555632973,-0.315997648028623,0,0
"115",50000,1,2,2,41,1340,1305,700,718,724,684,-0.900390091988894,-0.114526115283081,0,0
"116",30000,1,1,2,24,0,1312,3000,0,1000,1000,-0.906617332490001,-0.152218936754207,6,1
"117",240000,1,1,2,28,326,326,5676,476,326,526,-1.6092384183878,-0.0654112330758321,-6,0
"118",80000,1,2,2,26,2000,1700,1000,1000,1000,1000,-1.02533149679426,-0.13988666588922,2,1
"119",4e+05,1,2,1,34,9677,11867,7839,14837,7959,5712,-1.2086917516321,-0.00494326617485535,-6,0
"120",240000,2,2,2,38,2000,3000,3000,1307,1203,563,-0.379250690833384,0.582896083539639,-2,0
"121",50000,1,3,2,37,1000,4035,1000,1400,2800,0,0.190853840239669,-0.243879007984117,13,1
"122",450000,1,1,1,40,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,1
"123",110000,2,1,1,48,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,0
"124",310000,2,2,1,35,13019,11128,8407,8599,6833,5987,8.57168832889515,0.627959421216354,2,1
"125",20000,1,1,2,27,1404,1130,600,861,313,0,-0.947475606833105,-0.073784068263544,0,0
"126",20000,1,2,2,23,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,0
"127",2e+05,1,3,2,52,3568,3585,3602,3848,3669,3784,2.26452932902507,-0.318770329981676,0,0
"128",180000,1,1,1,36,4655,2690,2067,2142,2217,1000,2.53222844805268,0.337576949381802,0,1
"129",50000,1,2,1,51,1000,1066,1300,1500,1200,134,-1.46068132045865,-0.107728584464312,0,1
"130",60000,1,3,1,55,2504,7,1200,1200,1100,1500,-0.0262149508056587,0.406763617574349,7,0
"131",30000,2,1,2,23,5645,3508,27,13771,5911,3024,-1.44584285975896,-0.116128527719566,-7,0
"132",240000,1,1,2,41,2622,3301,0,360,1737,924,-1.58679387170844,-0.0480172237663275,-2,0
"133",420000,1,2,1,34,9744,9553,7603,7830,7253,11326,6.85960604799163,0.132163368225976,0,0
"134",330000,1,3,1,46,8210,8095,8025,8175,8391,8200,7.04360820721962,-0.676478789046229,0,0
"135",30000,2,2,2,22,2000,1400,0,500,0,1560,-0.894451198754933,0.193672160798977,0,0
"136",240000,1,2,1,34,1500,1800,0,1000,0,327,-1.16153385710109,-0.119948365834591,6,0
"137",150000,1,1,2,27,2500,3000,3000,3000,3500,5000,-0.750881069806663,-0.274019624207403,0,0
"138",210000,2,2,1,33,1500,1500,1000,500,2000,546,-1.38610488420756,-0.0307609781344264,0,0
"139",50000,2,3,1,51,300,5880,0,0,0,0,-1.61667304700122,-0.023831526228752,-8,1
"140",50000,1,1,2,24,2360,1700,1000,900,870,2130,-0.379617223156303,0.411465121305955,0,0
"141",240000,1,1,2,47,0,0,0,0,0,0,-1.65865900584623,-0.0442195292205755,-9,1
"142",180000,1,2,2,28,0,416,332,500,3500,832,-1.63532996243775,-0.0359950653045588,-6,0
"143",50000,1,2,2,23,1000,10000,400,700,800,600,-1.01589883339462,-0.217048671198293,7,0
"144",170000,1,2,2,29,10000,10000,10000,9983,15863,10000,-1.22527084272958,-0.105145343367169,-12,0
"145",20000,1,1,2,29,15586,344,2340,4702,339,330,-1.49342479376978,0.00856703486999178,-5,0
"146",50000,1,1,2,28,1000,1500,2000,1583,1100,0,-1.34601891203402,-0.14565934570302,3,0
"147",170000,2,2,2,27,1661,1200,351,358,182,0,-0.998595472121408,0.0142589882262101,0,1
"148",2e+05,1,1,2,34,8000,5000,55500,5000,5000,8500,3.29439536353128,0.8908304260732,3,0
"149",80000,2,2,1,23,1650,0,0,379,2091,1,-1.26354707450688,-0.092526051653706,8,0
"150",260000,2,1,1,60,0,22500,0,969,1000,0,-1.52759459949174,-0.0280000823227986,-5,0
"151",140000,1,2,1,32,3455,3110,5000,0,2100,2602,0.923529073979504,0.164366753913097,2,0
"152",80000,1,1,2,25,30000,3000,6000,8000,2000,14000,-0.0407550680254587,0.0244940957439312,0,0
"153",350000,1,1,2,41,2906,1000,630,0,0,0,-1.63000789518962,-0.023840988588175,-5,0
"154",280000,2,2,1,56,8042,6700,5137,1e+05,7000,6321,4.46940319562718,-0.0212115613394535,0,0
"155",30000,2,3,2,26,1700,1500,1000,1500,1500,1500,-1.20849398060283,-0.13847984179542,0,0
"156",140000,1,1,1,34,5000,5000,11885,5000,3000,5504,-0.212479655842846,-0.509390645755956,0,0
"157",2e+05,2,1,2,37,4000,3250,3250,3500,3560,5000,1.98471442701907,-0.14947522227285,0,0
"158",2e+05,2,3,2,30,7300,7108,7680,6200,5000,4500,4.73784913794254,0.470748999277746,0,0
"159",210000,1,3,1,45,10478,10478,11078,11078,11678,10478,3.49811085494227,-0.903837306800515,24,1
"160",50000,1,3,1,57,0,1600,500,500,600,600,-1.14954566567577,-0.100606342992761,5,0
"161",30000,1,1,2,41,3500,0,2200,0,1200,1250,-0.622013877197062,-0.157171650828778,10,0
"162",50000,1,2,2,27,390,780,216,864,0,390,-1.63675356171015,-0.0499802331869746,0,0
"163",290000,1,3,1,47,396,396,792,0,423,369,-1.63601633943008,-0.0405314113357556,-5,0
"164",250000,2,1,1,34,17994,0,5469,5656,6811,3920,4.1943050036974,-0.621575048227463,2,0
"165",60000,2,2,1,46,3000,1500,1500,1000,1500,1500,-0.697216170814065,-0.190501128861974,0,0
"166",110000,2,1,2,27,5500,3900,3000,2900,3000,2800,1.73005729498686,0.183409089023488,0,0
"167",370000,1,1,2,50,15383,8204,15413,4792,13453,4699,-1.2561653032177,-0.0848183795824695,-12,0
"168",1e+05,1,2,1,27,3166,0,1330,1398,12,50000,0.200764447111687,1.23417010363492,3,0
"169",90000,2,2,1,35,3500,3500,3652,10000,4000,0,1.3635568243141,-0.480104653002366,2,0
"170",50000,2,2,2,22,1510,1442,982,1017,1277,567,-0.569944942350839,-0.120264504486319,0,0
"171",270000,1,2,2,37,5000,2000,3000,4000,3000,2000,-0.526492998518885,0.0343353644217715,0,0
"172",3e+05,2,1,2,30,3288,0,4340,2672,800,746,-1.58228804721736,-0.0588221088974297,-6,0
"173",50000,2,2,2,22,15000,1000,149,0,5000,10000,-1.32461833531968,0.0316150828409226,-1,0
"174",50000,2,1,2,24,0,0,0,0,0,0,-1.73575376760899,0.00547397529437936,-9,1
"175",360000,1,1,2,29,0,77,0,0,0,0,-1.65818753088541,-0.0440538445950555,-7,0
"176",130000,1,3,1,56,3000,3000,3000,5500,0,0,0.959057760935183,-0.339177030573878,12,1
"177",80000,1,1,2,30,504,500,1000,500,3500,0,-1.55986807622499,-0.0591109348730784,-3,0
"178",50000,1,2,2,30,0,1500,1000,2000,0,2000,-0.291910333770414,0.28661215821916,5,0
"179",20000,2,2,2,22,1212,1201,500,1500,1500,1000,-1.12587465285544,-0.0833970128996897,0,0
"180",80000,2,2,1,29,5800,1000,600,400,1000,0,0.317112448819708,0.865829365715544,2,0
"181",240000,1,1,2,37,15000,0,2000,0,1256,65935,-0.908786468884229,-0.0143582523461057,-1,0
"182",80000,2,3,2,35,12500,6500,3000,2000,3000,2000,-0.856794341198977,0.114105632429308,-1,0
"183",5e+05,2,1,1,47,70010,30357,30000,20000,52183,20000,2.04670656704965,-0.457849407831711,0,0
"184",60000,2,2,1,24,2500,1600,3000,1000,737,2000,-0.298747224998687,0.514408249189256,0,1
"185",20000,1,2,2,25,1200,1593,601,135,1824,0,-1.3453424245829,0.0724082512156518,-1,0
"186",1e+05,2,2,1,38,0,1600,1500,0,1000,1500,-1.06923922388746,-0.119154472320632,5,1
"187",360000,2,1,2,32,57087,5295,68454,13889,16250,38313,-0.60765833707691,-0.123501079596321,-4,0
"188",2e+05,2,3,2,47,8214,7000,6800,7134,0,6836,5.85138588672921,-0.502996960858428,12,1
"189",130000,2,2,1,34,5396,5000,3500,501,1000,2000,-1.27623737481012,-0.257933668994738,0,0
"190",20000,2,2,2,31,0,1000,0,0,760,0,-0.860633556066593,-0.0854788403724956,19,0
"191",310000,1,1,2,32,10020,6031,10057,5028,5060,4223,0.582160531764016,-0.0762260022479098,0,0
"192",60000,2,1,2,27,1342,1664,2000,0,900,846,-0.828612388605306,-0.149974583711733,4,1
"193",180000,2,1,2,29,199,0,0,17227,341,5114,-1.3573487180976,-0.221578691149257,-6,0
"194",180000,2,1,2,24,37867,0,200,0,0,0,-1.2474117186207,0.221362701934125,-2,0
"195",50000,1,2,1,36,2000,1000,2000,500,1000,20011,-1.16741784584137,0.474423968916536,-2,0
"196",50000,2,1,2,24,1900,1400,1700,1532,1600,0,-0.201053246205908,-0.198095988490095,11,1
"197",150000,2,2,1,34,0,0,116,0,1500,0,-1.64759634568659,-0.0573918730961473,-12,0
"198",20000,2,1,2,22,1500,1032,541,20000,693,1000,-1.00451414404557,-0.0605493463183595,-1,0
"199",5e+05,2,1,1,34,138,2299,1251,1206,1151,15816,-1.61679746416821,-0.0579828555620845,-9,0
"200",30000,2,3,2,22,1000,85,1714,104,0,0,-0.939664960282569,0.310969814259996,5,1
"201",180000,2,1,1,38,0,0,0,0,0,0,-1.65445613000743,-0.038449329822746,-12,0
"202",140000,1,1,2,31,25000,0,3000,7800,0,2500,-0.835347750073507,0.022782073053867,4,0
"203",140000,2,1,2,26,10000,13001,5841,13506,487,7004,-1.26160635367053,0.0838703354400448,-5,0
"204",120000,1,2,2,26,5000,5000,4152,5000,5000,5000,2.73405298537598,-0.549530166880109,0,0
"205",360000,2,2,1,48,9100,7300,5800,5600,5600,4100,5.89741938224576,0.557316278895154,0,0
"206",20000,1,3,1,43,22359,1305,1258,1459,3457,1700,-1.01608485480385,-0.237553626010885,-2,0
"207",1e+05,1,1,1,47,1473,390,390,390,0,2380,-1.64007707729998,-0.034952901110957,-6,0
"208",210000,2,2,1,41,1586,343,3763,877,0,419,-1.59853692475598,-0.0291124412139349,-6,1
"209",80000,2,2,2,24,3200,3000,2038,2000,1800,1800,0.783065403397084,0.336919420775247,0,1
"210",330000,2,1,1,50,4345,2854,1702,0,1709,258,-1.54283063754892,0.037766135916114,-8,0
"211",220000,1,1,2,24,5000,5050,8303,0,85632,0,0.90083190110777,0.958228826873662,-3,0
"212",210000,2,1,1,38,0,250,0,789,1222,9616,-1.64245119801938,-0.0600721131918158,-4,1
"213",40000,2,3,1,43,1700,1504,1200,1500,1500,1000,-0.293661198661889,-0.0450194793225257,0,0
"214",30000,1,2,2,39,3036,2309,0,1000,2000,148,-1.02551062258508,0.226680199453728,2,0
"215",470000,1,2,2,27,13000,11001,0,10484,10838,10367,11.1429431311727,-1.63807750118939,8,0
"216",30000,1,3,1,42,390,390,240,1470,0,0,-1.63567012979842,-0.0546368941603199,-3,0
"217",240000,2,2,1,36,0,0,0,0,0,0,-1.69473285284223,-0.0415760721496568,-9,1
"218",80000,1,2,2,36,3100,3500,3400,3000,3500,3000,1.33208424349403,-0.244837186946919,2,0
"219",110000,2,3,0,31,4000,5000,3000,3000,3000,8954,1.19623990531062,0.115829453719175,0,0
"220",310000,2,1,2,38,4542,126,0,0,0,0,-1.62313508137872,-0.00346766612115257,-8,0
"221",360000,2,1,1,40,12000,0,5900,5000,4500,4700,2.71044907174465,-0.507762495921811,6,1
"222",330000,2,3,2,45,12388,12378,12116,12450,12213,11678,11.0841243643987,-0.937751539527895,0,0
"223",3e+05,2,2,2,35,12019,9006,17000,12000,9557,15000,7.33998155500208,0.523339413918146,0,0
"224",320000,2,2,2,33,10042,18832,2117,2076,5045,3754,1.04898675798436,0.677648671769116,0,0
"225",50000,2,3,2,37,0,24,1500,1000,1201,30592,-0.139253982480503,0.224546012351192,6,1
"226",170000,2,1,2,28,6530,4860,22500,4820,4877,4962,3.24406990561791,-0.354061762242093,0,0
"227",350000,1,3,1,44,2686,1864,569,0,0,0,-1.60929331655888,0.000326547737272369,-7,0
"228",20000,1,2,1,37,1609,3000,663,676,834,782,-0.966451594051841,-0.131472317671819,0,0
"229",50000,1,2,2,23,2401,2254,2004,704,707,1004,-0.412835762130016,0.370473489711767,2,1
"230",20000,2,3,2,24,0,1333,500,100,0,3200,-1.27546243392308,0.218703779729599,3,0
"231",50000,2,1,2,24,2090,2002,1002,238,1011,389,-0.850131261454201,0.370913305885239,0,0
"232",20000,1,2,2,23,0,1200,1000,0,1000,10000,-1.06508606270046,0.0177790385586247,5,1
"233",50000,1,2,1,26,0,0,2624,45567,1747,2000,-0.429691599235711,0.0204125129517185,-4,0
"234",190000,1,2,2,34,5000,5000,10000,0,12118,2769,3.6229544668581,-0.67667666688182,6,1
"235",60000,2,2,1,33,1506,1298,1000,721,811,599,-0.577813948859429,0.303411959736781,0,0
"236",80000,1,1,2,35,3983,6853,1719,1378,19942,2418,-1.39070125606683,-0.127638334810722,-6,0
"237",150000,2,2,2,27,4500,1745,1566,1208,1077,2529,0.776007659603439,1.09204010376821,0,0
"238",210000,2,1,2,31,0,7422,893,6082,2293,3299,-1.54123429120222,-0.082714691105353,-10,0
"239",240000,2,3,1,50,10116,9150,8008,8000,8009,7714,6.66000474457785,-0.328047564135826,0,1
"240",140000,2,2,3,41,3000,2000,2198,1000,3000,2399,-0.927562748266892,-0.0283105299066337,0,1
"241",60000,2,1,2,28,0,0,0,0,2285,0,-1.40078595565714,0.236003995095809,0,0
"242",50000,1,1,2,39,1800,2000,3000,2000,2000,2000,-0.14999263134501,0.200820042639269,0,0
"243",50000,2,2,2,27,1800,1750,900,1200,1200,1100,-0.580955265389777,-0.150573625187678,0,0
"244",180000,2,1,2,32,2821,0,0,2821,0,176,-1.56972642595858,0.0041791812860288,0,0
"245",30000,2,1,2,40,355,120,0,0,60,60,-1.65494380116713,-0.0423042313553037,6,0
"246",20000,2,2,2,40,1601,2203,2114,0,0,0,-1.17277288579722,0.213735241198338,-2,0
"247",250000,2,2,1,75,1631,1536,1010,5572,794,1184,-1.29246109429583,0.326853541428006,-5,0
"248",1e+05,2,2,2,27,1788,1799,1100,1150,2423,0,-0.41556237742106,-0.0721715804074886,0,0
"249",330000,1,1,2,25,2504,4007,5056,74,1023,2566,-0.0443783147677904,0.0347030607786965,2,0
"250",50000,1,3,1,46,1561,1268,587,611,1000,2000,-0.922750853433432,0.0394860267820584,0,0
"251",50000,2,2,2,26,1710,136,1206,2002,2005,3003,-0.158071124640974,0.215697502322435,5,0
"252",30000,1,2,2,28,5006,1244,851,955,0,0,-0.820031262551385,0.189594063155005,0,0
"253",140000,2,2,2,26,5366,5087,3605,3894,3785,3304,2.35958929914692,-0.398788204331015,0,1
"254",160000,2,1,2,28,7042,2000,1000,99669,12600,10000,0.50706168710208,-0.578718515714486,-1,0
"255",4e+05,2,2,2,29,3127,1469,4968,1905,2494,862,-1.45497109195313,0.0810941801017272,-5,0
"256",50000,1,2,1,25,1565,1393,980,994,1024,886,-0.554108643056083,-0.140856989517711,0,0
"257",140000,2,2,1,48,1233,1075,1355,1130,21361,1347,-1.47626307220884,-0.219946050313886,-5,0
"258",160000,2,2,1,33,2453,9880,52572,1546,2210,0,-1.12108713045073,-0.205249976616004,-5,0
"259",1e+05,2,3,1,43,0,0,0,0,0,0,-1.31026861798236,0.434091532863503,-8,0
"260",220000,1,1,1,48,10000,9020,6000,5500,6000,5500,5.45881988811337,0.195372804378358,2,1
"261",510000,2,1,2,29,40010,20094,5000,5001,25365,65000,1.58016968167637,0.136439126143905,0,0
"262",50000,1,2,2,29,1602,1400,3000,3130,1062,6318,-0.393149290958013,0.0872488928883592,0,0
"263",160000,2,1,1,38,4664,5969,18941,0,12652,1916,-1.24054657937649,-0.259055187915434,-3,0
